Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
July 31 2018,Cook,IL,Passenger,1,0,1,261,262,0.38
January 31 2021,Lane,OR,Passenger,0,1,1,143,144,0.69
January 31 2019,San Francisco,CA,Passenger,2,1,3,117,120,2.50
September 30 2020,Queens,NY,Passenger,1,0,1,55,56,1.79
November 30 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
April 30 2020,Multnomah,OR,Passenger,4,7,11,735,746,1.47
December 31 2021,Chelan,WA,Truck,0,0,0,23107,23107,0.00
July 31 2020,Honolulu,HI,Passenger,4,2,6,457,463,1.30
November 30 2022,,,Passenger,2,1,3,274,277,1.08
June 30 2021,Alameda,CA,Passenger,4,0,4,246,250,1.60
June 30 2019,Klickitat,WA,Passenger,35,32,67,15555,15622,0.43
May 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01
August 31 2018,Garfield,OK,Passenger,1,0,1,17,18,5.56
April 30 2021,Harnett,NC,Passenger,1,1,2,183,185,1.08
February 28 2021,Lane,OR,Passenger,0,1,1,137,138,0.72
June 30 2022,Rockingham,NH,Passenger,1,0,1,16,17,5.88
July 31 2020,Dakota,MN,Passenger,0,1,1,34,35,2.86
May 31 2021,Arlington,VA,Passenger,0,1,1,145,146,0.68
May 31 2018,Frederick,MD,Passenger,0,1,1,88,89,1.12
June 30 2021,Wichita,TX,Passenger,1,0,1,41,42,2.38
September 30 2022,Sarasota,FL,Passenger,1,0,1,24,25,4.00
April 30 2018,Queens,NY,Passenger,1,0,1,62,63,1.59
January 31 2018,Alameda,CA,Passenger,0,1,1,362,363,0.28
July 31 2019,Benton,WA,Passenger,269,289,558,134147,134705,0.41
July 31 2023,Onslow,NC,Passenger,0,1,1,140,141,0.71
August 31 2018,Skagit,WA,Passenger,220,169,389,90832,91221,0.43
June 30 2021,Morris,NJ,Passenger,1,0,1,15,16,6.25
December 31 2022,Deschutes,OR,Passenger,1,0,1,71,72,1.39
February 29 2020,Carroll,NH,Passenger,0,1,1,4,5,20.00
May 31 2020,Carroll,NH,Passenger,0,1,1,4,5,20.00
November 30 2019,Washtenaw,MI,Passenger,1,0,1,41,42,2.38
May 31 2023,Sarasota,FL,Passenger,1,0,1,17,18,5.56
April 30 2018,Eagle,CO,Passenger,1,0,1,6,7,14.29
September 30 2022,Geary,KS,Passenger,1,0,1,81,82,1.22
September 30 2019,Goochland,VA,Passenger,2,1,3,265,268,1.12
June 30 2020,Bucks,PA,Passenger,1,0,1,21,22,4.55
April 30 2019,Montgomery,AL,Passenger,0,1,1,44,45,2.22
January 31 2017,Snohomish,WA,Passenger,1549,803,2352,514921,517273,0.45
November 30 2018,Skagit,WA,Truck,1,0,1,32339,32340,0.00
December 31 2020,Ramsey,MN,Passenger,1,0,1,37,38,2.63
May 31 2018,Cowlitz,WA,Passenger,58,75,133,71517,71650,0.19
November 30 2021,Richmond,NY,Passenger,1,0,1,4,5,20.00
June 30 2021,Nassau,NY,Passenger,2,0,2,31,33,6.06
June 30 2023,Essex,NJ,Passenger,2,0,2,6,8,25.00
July 31 2023,Larimer,CO,Passenger,1,0,1,30,31,3.23
March 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
April 30 2023,Maricopa,AZ,Passenger,8,4,12,694,706,1.70
January 31 2023,Jefferson,WA,Passenger,495,236,731,24294,25025,2.92
April 30 2018,Grant,WA,Truck,0,0,0,25855,25855,0.00
November 30 2020,Multnomah,OR,Passenger,3,6,9,708,717,1.26
June 30 2023,Sacramento,CA,Passenger,4,0,4,153,157,2.55
October 31 2019,DuPage,IL,Passenger,3,0,3,62,65,4.62
October 31 2017,Montgomery,TX,Passenger,1,0,1,62,63,1.59
November 30 2021,Nueces,TX,Passenger,1,0,1,65,66,1.52
November 30 2017,Manatee,FL,Passenger,1,0,1,40,41,2.44
April 30 2021,Clallam,WA,Truck,1,0,1,21986,21987,0.00
January 31 2017,Alameda,CA,Passenger,6,1,7,404,411,1.70
October 31 2019,Contra Costa,CA,Passenger,2,2,4,353,357,1.12
December 31 2020,Bexar,TX,Passenger,3,5,8,589,597,1.34
December 31 2019,Asotin,WA,Truck,0,0,0,6709,6709,0.00
July 31 2023,Essex,NJ,Passenger,2,0,2,6,8,25.00
September 30 2019,Carson City,NV,Passenger,1,0,1,10,11,9.09
October 31 2023,Kootenai,ID,Truck,1,0,1,20,21,4.76
September 30 2017,Collier,FL,Passenger,1,0,1,23,24,4.17
December 31 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
December 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
April 30 2022,Pacific,WA,Passenger,60,68,128,15929,16057,0.80
July 31 2020,District of Columbia,DC,Passenger,2,1,3,202,205,1.46
April 30 2018,Stevens,WA,Passenger,10,24,34,31582,31616,0.11
October 31 2022,Clackamas,OR,Passenger,1,0,1,127,128,0.78
December 31 2020,Arapahoe,CO,Passenger,1,0,1,128,129,0.78
August 31 2020,Brevard,FL,Passenger,0,1,1,86,87,1.15
February 28 2019,Washoe,NV,Passenger,2,0,2,111,113,1.77
March 31 2023,Randolph,NC,Passenger,1,0,1,3,4,25.00
February 28 2021,Montgomery,MD,Passenger,1,0,1,235,236,0.42
June 30 2020,Pacific,WA,Truck,0,0,0,7698,7698,0.00
April 30 2020,Clallam,WA,Passenger,219,166,385,50337,50722,0.76
March 31 2022,Clallam,WA,Truck,1,0,1,22047,22048,0.00
August 31 2023,Chesapeake,VA,Passenger,2,2,4,266,270,1.48
June 30 2022,Whatcom,WA,Passenger,1814,737,2551,148940,151491,1.68
January 31 2021,Carson City,NV,Passenger,1,0,1,12,13,7.69
August 31 2018,Eagle,CO,Passenger,1,0,1,5,6,16.67
June 30 2021,Adams,WA,Passenger,16,11,27,13031,13058,0.21
July 31 2022,Clark,NV,Passenger,8,2,10,513,523,1.91
November 30 2017,Lee,AL,Passenger,1,0,1,35,36,2.78
January 31 2022,Travis,TX,Passenger,3,0,3,132,135,2.22
September 30 2021,Harford,MD,Passenger,0,1,1,55,56,1.79
March 31 2022,Howard,MD,Passenger,0,2,2,61,63,3.17
March 31 2019,San Francisco,CA,Passenger,2,1,3,114,117,2.56
June 30 2022,Richmond,GA,Passenger,0,1,1,68,69,1.45
August 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
May 31 2023,Grant,WA,Truck,10,0,10,28021,28031,0.04
February 28 2018,Prince William,VA,Passenger,0,4,4,268,272,1.47
July 31 2022,El Paso,CO,Passenger,2,1,3,595,598,0.50
August 31 2020,Wahkiakum,WA,Truck,0,0,0,1745,1745,0.00
March 31 2017,Lee,AL,Passenger,1,0,1,35,36,2.78
December 31 2017,Maui,HI,Passenger,1,0,1,67,68,1.47
February 28 2019,Ferry,WA,Truck,0,0,0,3593,3593,0.00
December 31 2022,Escambia,FL,Passenger,0,1,1,130,131,0.76
December 31 2020,Carroll,MD,Passenger,0,1,1,21,22,4.55
October 31 2021,Houston,GA,Passenger,1,0,1,42,43,2.33
January 31 2022,Nassau,NY,Passenger,3,0,3,31,34,8.82
June 30 2022,Saratoga,NY,Passenger,1,0,1,42,43,2.33
November 30 2021,Howard,MD,Passenger,0,2,2,58,60,3.33
September 30 2019,Tulsa,OK,Passenger,1,1,2,51,53,3.77
December 31 2017,Queens,NY,Passenger,1,0,1,61,62,1.61
June 30 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.00
March 31 2023,King,WA,Passenger,52131,13163,65294,1323280,1388574,4.70
June 30 2023,Riverside,CA,Passenger,6,0,6,357,363,1.65
January 31 2023,Saratoga,NY,Passenger,1,1,2,40,42,4.76
September 30 2019,Jefferson,WA,Truck,0,0,0,9681,9681,0.00
May 31 2019,Virginia Beach,VA,Passenger,1,1,2,710,712,0.28
June 30 2020,Montgomery,TX,Passenger,1,0,1,55,56,1.79
September 30 2020,San Mateo,CA,Passenger,0,1,1,114,115,0.87
April 30 2018,Jefferson,NY,Passenger,1,0,1,222,223,0.45
October 31 2022,Dallas,TX,Passenger,1,0,1,102,103,0.97
January 31 2022,Currituck,NC,Passenger,1,0,1,22,23,4.35
December 31 2020,Marion,IA,Passenger,1,0,1,1,2,50.00
November 30 2022,Kauai,HI,Passenger,1,1,2,15,17,11.76
September 30 2021,Norfolk,VA,Passenger,3,3,6,317,323,1.86
February 28 2019,Skagit,WA,Passenger,278,187,465,91206,91671,0.51
September 30 2019,Ferry,WA,Truck,0,0,0,3584,3584,0.00
July 31 2021,Erie,NY,Passenger,1,0,1,39,40,2.50
April 30 2021,Henrico,VA,Passenger,0,1,1,17,18,5.56
July 31 2020,Jefferson,CO,Passenger,0,1,1,59,60,1.67
January 31 2018,,,Passenger,3,1,4,437,441,0.91
May 31 2020,San Joaquin,CA,Passenger,1,0,1,130,131,0.76
July 31 2021,Los Angeles,CA,Passenger,9,11,20,903,923,2.17
December 31 2021,Tarrant,TX,Passenger,1,0,1,140,141,0.71
February 29 2020,Allegheny,PA,Passenger,1,0,1,79,80,1.25
July 31 2019,Arlington,VA,Passenger,0,2,2,163,165,1.21
February 28 2021,Harrison,MS,Passenger,2,0,2,56,58,3.45
September 30 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
February 28 2017,Monroe,NY,Passenger,1,0,1,29,30,3.33
October 31 2017,Thurston,WA,Passenger,442,371,813,188842,189655,0.43
August 31 2022,San Juan,WA,Truck,5,0,5,5949,5954,0.08
January 31 2017,Wahkiakum,WA,Truck,0,0,0,1624,1624,0.00
May 31 2017,Flathead,MT,Passenger,1,0,1,63,64,1.56
January 31 2018,Moore,NC,Passenger,0,1,1,198,199,0.50
February 28 2018,Dale,AL,Passenger,0,1,1,64,65,1.54
November 30 2017,Nueces,TX,Passenger,1,1,2,92,94,2.13
May 31 2019,Montgomery,PA,Passenger,2,0,2,37,39,5.13
November 30 2022,Lake,IL,Passenger,1,0,1,127,128,0.78
August 31 2021,Penobscot,ME,Passenger,0,1,1,9,10,10.00
May 31 2019,Contra Costa,CA,Passenger,2,2,4,378,382,1.05
February 28 2023,Orange,CA,Passenger,9,3,12,336,348,3.45
August 31 2023,Onslow,NC,Passenger,0,1,1,134,135,0.74
April 30 2018,Virginia Beach,VA,Passenger,2,1,3,683,686,0.44
October 31 2021,San Mateo,CA,Passenger,2,0,2,92,94,2.13
July 31 2019,Harrison,MS,Passenger,1,0,1,64,65,1.54
July 31 2023,Garfield,WA,Truck,0,0,0,976,976,0.00
February 29 2020,Thurston,WA,Truck,0,0,0,55717,55717,0.00
February 28 2022,Vigo,IN,Passenger,1,0,1,5,6,16.67
February 28 2021,Chesapeake,VA,Passenger,0,2,2,403,405,0.49
August 31 2020,Denton,TX,Passenger,1,0,1,92,93,1.08
February 28 2018,Jefferson,CO,Passenger,0,1,1,75,76,1.32
January 31 2017,Deschutes,OR,Passenger,1,1,2,240,242,0.83
September 30 2021,Maui,HI,Passenger,1,0,1,26,27,3.70
April 30 2023,Orange,NC,Passenger,0,1,1,4,5,20.00
July 31 2019,Kitsap,WA,Truck,1,0,1,54125,54126,0.00
September 30 2019,Asotin,WA,Passenger,12,8,20,12629,12649,0.16
July 31 2022,Washington,MD,Passenger,2,0,2,15,17,11.76
July 31 2022,Rogers,OK,Passenger,1,0,1,2,3,33.33
May 31 2018,Jefferson,WA,Truck,0,0,0,9536,9536,0.00
September 30 2021,Kings,CA,Passenger,1,0,1,330,331,0.30
December 31 2018,Orange,CA,Passenger,6,2,8,559,567,1.41
June 30 2022,Bexar,TX,Passenger,4,3,7,458,465,1.51
August 31 2020,St. Clair,IL,Passenger,1,0,1,140,141,0.71
January 31 2021,Clark,NV,Passenger,5,2,7,656,663,1.06
April 30 2021,Morris,NJ,Passenger,1,0,1,16,17,5.88
June 30 2023,Ulster,NY,Passenger,1,0,1,7,8,12.50
December 31 2022,Owyhee,ID,Passenger,1,0,1,3,4,25.00
June 30 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
November 30 2023,Klickitat,WA,Passenger,173,71,244,14712,14956,1.63
April 30 2022,Kings,CA,Passenger,2,1,3,317,320,0.94
May 31 2017,Deschutes,OR,Passenger,1,0,1,196,197,0.51
June 30 2020,El Paso,CO,Passenger,2,1,3,721,724,0.41
April 30 2018,Pima,AZ,Passenger,1,1,2,430,432,0.46
November 30 2017,Stevens,WA,Truck,0,0,0,18332,18332,0.00
April 30 2020,Kern,CA,Passenger,0,1,1,225,226,0.44
March 31 2022,Travis,TX,Passenger,3,0,3,122,125,2.40
October 31 2023,Wichita,TX,Passenger,2,0,2,29,31,6.45
May 31 2017,Nueces,TX,Passenger,0,1,1,98,99,1.01
May 31 2018,Chelan,WA,Truck,0,0,0,21824,21824,0.00
March 31 2022,Clark,WA,Truck,2,0,2,83464,83466,0.00
July 31 2017,Douglas,WA,Truck,0,0,0,11514,11514,0.00
December 31 2017,Island,WA,Passenger,155,166,321,61556,61877,0.52
February 28 2022,Garfield,WA,Truck,0,0,0,997,997,0.00
April 30 2021,Grant,WA,Passenger,102,86,188,66788,66976,0.28
February 29 2020,Klickitat,WA,Passenger,49,41,90,15682,15772,0.57
March 31 2022,San Joaquin,CA,Passenger,1,1,2,95,97,2.06
August 31 2017,Utah,UT,Passenger,0,1,1,151,152,0.66
October 31 2019,San Juan,WA,Passenger,236,76,312,14405,14717,2.12
October 31 2021,Clallam,WA,Passenger,365,235,600,50516,51116,1.17
January 31 2017,Pinal,AZ,Passenger,2,0,2,282,284,0.70
December 31 2019,Skamania,WA,Truck,0,0,0,4098,4098,0.00
May 31 2019,Montgomery,MD,Passenger,1,0,1,281,282,0.35
March 31 2017,Snohomish,WA,Truck,1,0,1,122196,122197,0.00
January 31 2021,District of Columbia,DC,Passenger,3,1,4,198,202,1.98
April 30 2021,Fulton,GA,Passenger,0,1,1,79,80,1.25
September 30 2018,Hardin,KY,Passenger,0,1,1,118,119,0.84
September 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
August 31 2019,Franklin,MA,Passenger,0,1,1,1,2,50.00
August 31 2021,Howard,MD,Passenger,0,1,1,62,63,1.59
October 31 2019,Pacific,WA,Truck,0,0,0,7723,7723,0.00
April 30 2021,Broward,FL,Passenger,1,0,1,111,112,0.89
June 30 2020,Deschutes,OR,Passenger,4,0,4,138,142,2.82
March 31 2023,Orange,FL,Passenger,1,0,1,62,63,1.59
March 31 2022,Houston,GA,Passenger,1,0,1,37,38,2.63
September 30 2021,Lake,IN,Passenger,0,1,1,10,11,9.09
August 31 2018,Caddo,LA,Passenger,0,1,1,23,24,4.17
April 30 2017,Pend Oreille,WA,Passenger,1,4,5,9320,9325,0.05
October 31 2023,Clallam,WA,Truck,24,0,24,21264,21288,0.11
November 30 2021,Grays Harbor,WA,Truck,0,0,0,21426,21426,0.00
April 30 2020,Chesapeake,VA,Passenger,0,1,1,422,423,0.24
June 30 2017,Allegheny,PA,Passenger,1,0,1,94,95,1.05
March 31 2023,Collin,TX,Passenger,3,0,3,49,52,5.77
July 31 2018,District of Columbia,DC,Passenger,0,3,3,190,193,1.55
June 30 2023,Geary,KS,Passenger,1,0,1,67,68,1.47
September 30 2023,Charlottesville,VA,Passenger,0,1,1,3,4,25.00
July 31 2023,DeKalb,GA,Passenger,1,0,1,39,40,2.50
February 29 2020,Pinellas,FL,Passenger,1,1,2,116,118,1.69
July 31 2018,Mason,WA,Truck,0,0,0,20050,20050,0.00
December 31 2017,Douglas,WA,Passenger,38,33,71,27171,27242,0.26
February 28 2023,Adams,WA,Truck,2,0,2,5377,5379,0.04
May 31 2022,Plaquemines,LA,Passenger,1,1,2,17,19,10.53
June 30 2019,Flathead,MT,Passenger,1,0,1,66,67,1.49
February 28 2021,Dallas,IA,Passenger,0,1,1,10,11,9.09
December 31 2021,Cowlitz,WA,Truck,0,1,1,28989,28990,0.00
May 31 2023,Sonoma,CA,Passenger,1,1,2,62,64,3.12
September 30 2020,Stevens,WA,Passenger,35,38,73,30405,30478,0.24
August 31 2017,San Diego,CA,Passenger,6,1,7,2667,2674,0.26
December 31 2021,Charles,MD,Passenger,1,1,2,71,73,2.74
March 31 2022,Benton,WA,Truck,1,0,1,43601,43602,0.00
April 30 2022,Salt Lake,UT,Passenger,1,1,2,141,143,1.40
February 28 2022,Grays Harbor,WA,Passenger,202,157,359,49305,49664,0.72
November 30 2021,Monterey,CA,Passenger,0,2,2,140,142,1.41
December 31 2022,Norfolk,VA,Passenger,3,3,6,291,297,2.02
December 31 2022,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
April 30 2019,Tulsa,OK,Passenger,1,1,2,49,51,3.92
September 30 2022,Williams,ND,Passenger,0,1,1,5,6,16.67
December 31 2021,Las Animas,CO,Passenger,1,0,1,0,1,100.00
January 31 2021,Thurston,WA,Truck,0,0,0,56437,56437,0.00
June 30 2019,Ferry,WA,Truck,0,0,0,3571,3571,0.00
March 31 2020,Kittitas,WA,Truck,0,0,0,14622,14622,0.00
May 31 2020,Arapahoe,CO,Passenger,1,0,1,136,137,0.73
June 30 2023,King,WA,Truck,726,2,728,175303,176031,0.41
July 31 2019,Duval,FL,Passenger,1,2,3,380,383,0.78
June 30 2023,Orange,CA,Passenger,8,3,11,302,313,3.51
August 31 2017,Richmond,GA,Passenger,0,1,1,88,89,1.12
August 31 2023,Essex,NJ,Passenger,2,0,2,6,8,25.00
July 31 2019,Lake,FL,Passenger,1,0,1,20,21,4.76
December 31 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
August 31 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
September 30 2019,Kittitas,WA,Passenger,81,44,125,29832,29957,0.42
January 31 2017,Lewis,WA,Passenger,43,30,73,54961,55034,0.13
March 31 2017,Pend Oreille,WA,Passenger,1,4,5,9306,9311,0.05
January 31 2017,Orange,FL,Passenger,0,1,1,158,159,0.63
August 31 2019,Kern,CA,Passenger,0,1,1,222,223,0.45
October 31 2018,Skamania,WA,Truck,0,0,0,3983,3983,0.00
February 28 2022,Maricopa,AZ,Passenger,7,4,11,1088,1099,1.00
August 31 2022,Pulaski,AR,Passenger,1,0,1,28,29,3.45
May 31 2022,Howard,IN,Passenger,0,1,1,4,5,20.00
June 30 2023,Jackson,OK,Passenger,0,1,1,30,31,3.23
February 28 2019,Manassas,VA,Passenger,0,1,1,9,10,10.00
January 31 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
February 28 2021,King,WA,Passenger,28224,8447,36671,1364529,1401200,2.62
December 31 2020,Pinellas,FL,Passenger,1,1,2,103,105,1.90
March 31 2017,Mason,WA,Passenger,50,65,115,42925,43040,0.27
October 31 2018,Douglas,WA,Truck,0,0,0,12075,12075,0.00
January 31 2018,Wahkiakum,WA,Passenger,0,2,2,2844,2846,0.07
November 30 2022,Skagit,WA,Truck,8,0,8,32182,32190,0.02
December 31 2020,Benton,WA,Passenger,439,355,794,134958,135752,0.58
May 31 2023,Fairfax,VA,Passenger,6,3,9,556,565,1.59
July 31 2021,Spokane,WA,Passenger,1118,653,1771,325937,327708,0.54
March 31 2022,Richmond,NY,Passenger,1,0,1,4,5,20.00
August 31 2020,Charles,MD,Passenger,1,1,2,78,80,2.50
January 31 2018,Prince George,VA,Passenger,0,1,1,75,76,1.32
December 31 2021,Middlesex,MA,Passenger,0,1,1,89,90,1.11
April 30 2021,Kauai,HI,Passenger,1,0,1,18,19,5.26
January 31 2022,Hamilton,OH,Passenger,1,0,1,36,37,2.70
October 31 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
July 31 2023,New London,CT,Passenger,1,4,5,165,170,2.94
March 31 2017,Whitman,WA,Truck,0,0,0,8391,8391,0.00
November 30 2021,Adams,WA,Truck,0,0,0,5420,5420,0.00
October 31 2017,Latah,ID,Passenger,0,1,1,86,87,1.15
December 31 2019,Douglas,WA,Truck,0,0,0,12304,12304,0.00
April 30 2022,Kern,CA,Passenger,0,1,1,194,195,0.51
February 28 2018,Utah,UT,Passenger,0,1,1,138,139,0.72
June 30 2020,Washoe,NV,Passenger,1,0,1,111,112,0.89
November 30 2022,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
August 31 2021,Flathead,MT,Passenger,1,0,1,51,52,1.92
February 28 2019,San Juan,WA,Passenger,193,69,262,14270,14532,1.80
January 31 2020,Clark,WA,Truck,0,0,0,81758,81758,0.00
July 31 2023,Klickitat,WA,Passenger,156,65,221,15112,15333,1.44
March 31 2017,Northampton,PA,Passenger,2,0,2,209,211,0.95
September 30 2023,Bexar,TX,Passenger,1,3,4,329,333,1.20
November 30 2022,Queens,NY,Passenger,1,0,1,37,38,2.63
April 30 2019,Carroll,NH,Passenger,0,1,1,2,3,33.33
May 31 2017,Stevens,WA,Passenger,8,23,31,31325,31356,0.10
December 31 2018,Klamath,OR,Passenger,1,0,1,38,39,2.56
October 31 2018,Maui,HI,Passenger,2,0,2,54,56,3.57
June 30 2017,Polk,FL,Passenger,1,0,1,65,66,1.52
March 31 2020,Greene,MO,Passenger,0,1,1,34,35,2.86
May 31 2019,Frederick,MD,Passenger,1,1,2,82,84,2.38
December 31 2019,Duval,FL,Passenger,1,2,3,371,374,0.80
September 30 2019,Clallam,WA,Passenger,185,151,336,50853,51189,0.66
December 31 2019,Ventura,CA,Passenger,0,2,2,311,313,0.64
February 28 2019,Alexandria,VA,Passenger,1,0,1,156,157,0.64
April 30 2020,Rogers,OK,Passenger,1,0,1,6,7,14.29
June 30 2022,Marion,IA,Passenger,1,0,1,0,1,100.00
August 31 2018,Klamath,OR,Passenger,1,0,1,36,37,2.70
April 30 2020,St. Louis,MO,Passenger,1,0,1,102,103,0.97
April 30 2018,Pierce,WA,Truck,0,0,0,137353,137353,0.00
October 31 2023,Wahkiakum,WA,Passenger,28,20,48,3015,3063,1.57
April 30 2022,Contra Costa,CA,Passenger,0,3,3,255,258,1.16
June 30 2017,Hamilton,TN,Passenger,1,0,1,19,20,5.00
April 30 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
April 30 2019,Benton,WA,Truck,0,0,0,41654,41654,0.00
May 31 2017,El Paso,CO,Passenger,2,1,3,810,813,0.37
July 31 2021,Island,WA,Passenger,625,316,941,63160,64101,1.47
January 31 2020,Clark,NV,Passenger,4,2,6,699,705,0.85
February 28 2019,Prince George's,MD,Passenger,1,1,2,184,186,1.08
June 30 2023,York,VA,Passenger,1,0,1,76,77,1.30
April 30 2023,Travis,TX,Passenger,3,0,3,85,88,3.41
June 30 2022,Hennepin,MN,Passenger,1,0,1,50,51,1.96
April 30 2021,Penobscot,ME,Passenger,0,1,1,10,11,9.09
January 31 2022,Champaign,IL,Passenger,1,0,1,12,13,7.69
January 31 2020,Skamania,WA,Passenger,29,18,47,8765,8812,0.53
July 31 2021,Columbia,WA,Passenger,6,2,8,2471,2479,0.32
January 31 2017,Franklin,WA,Truck,0,0,0,17909,17909,0.00
March 31 2017,Benton,WA,Truck,0,0,0,39851,39851,0.00
April 30 2019,DuPage,IL,Passenger,1,0,1,63,64,1.56
March 31 2022,Queens,NY,Passenger,1,0,1,51,52,1.92
September 30 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
June 30 2019,Island,WA,Passenger,317,241,558,63361,63919,0.87
March 31 2023,San Juan,WA,Passenger,596,174,770,13861,14631,5.26
June 30 2022,Orange,CA,Passenger,5,3,8,374,382,2.09
May 31 2019,Island,WA,Passenger,315,235,550,63324,63874,0.86
March 31 2018,San Diego,CA,Passenger,6,1,7,2562,2569,0.27
August 31 2021,Kitsap,WA,Passenger,1951,887,2838,180578,183416,1.55
July 31 2022,Snohomish,WA,Truck,27,0,27,123483,123510,0.02
August 31 2021,Wake,NC,Passenger,1,0,1,128,129,0.78
September 30 2018,Clark,WA,Passenger,1089,784,1873,309698,311571,0.60
March 31 2021,Okanogan,WA,Passenger,57,35,92,26219,26311,0.35
October 31 2023,Douglas,WA,Passenger,235,76,311,28326,28637,1.09
October 31 2019,Asotin,WA,Truck,0,0,0,6694,6694,0.00
September 30 2020,Sedgwick,KS,Passenger,1,1,2,96,98,2.04
July 31 2019,Kootenai,ID,Passenger,1,1,2,221,223,0.90
May 31 2020,Denver,CO,Passenger,1,0,1,117,118,0.85
April 30 2018,San Francisco,CA,Passenger,0,1,1,136,137,0.73
March 31 2023,Palm Beach,FL,Passenger,1,0,1,46,47,2.13
June 30 2017,Manatee,FL,Passenger,1,0,1,46,47,2.13
July 31 2018,Montgomery,PA,Passenger,2,0,2,33,35,5.71
January 31 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
January 31 2022,Wilson,TX,Passenger,0,1,1,3,4,25.00
July 31 2022,Duval,FL,Passenger,0,2,2,282,284,0.70
September 30 2020,Lincoln,WA,Passenger,5,10,15,7595,7610,0.20
December 31 2020,St. Louis,MO,Passenger,1,0,1,100,101,0.99
January 31 2018,Columbia,WA,Truck,0,0,0,1545,1545,0.00
November 30 2023,Arapahoe,CO,Passenger,1,1,2,60,62,3.23
May 31 2020,Cowlitz,WA,Truck,0,0,0,28755,28755,0.00
June 30 2023,Kern,CA,Passenger,1,1,2,170,172,1.16
November 30 2023,Prince George's,MD,Passenger,3,1,4,95,99,4.04
May 31 2020,Rockingham,NH,Passenger,1,0,1,26,27,3.70
October 31 2022,Kauai,HI,Passenger,1,0,1,16,17,5.88
January 31 2017,King,WA,Truck,8,1,9,191074,191083,0.00
January 31 2018,Snohomish,WA,Truck,1,0,1,121550,121551,0.00
June 30 2022,Multnomah,OR,Passenger,0,3,3,546,549,0.55
January 31 2021,Clallam,WA,Passenger,281,190,471,49963,50434,0.93
August 31 2017,Riverside,CA,Passenger,1,2,3,766,769,0.39
March 31 2019,Klickitat,WA,Passenger,32,31,63,15422,15485,0.41
February 28 2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
May 31 2018,Dallas,TX,Passenger,0,1,1,196,197,0.51
September 30 2022,Orange,FL,Passenger,1,0,1,81,82,1.22
August 31 2017,Hamilton,IN,Passenger,1,0,1,58,59,1.69
February 28 2023,Elmore,ID,Passenger,1,0,1,13,14,7.14
June 30 2019,Wahkiakum,WA,Truck,0,0,0,1755,1755,0.00
February 28 2017,Whitman,WA,Truck,0,0,0,8401,8401,0.00
March 31 2018,Marion,IN,Passenger,1,0,1,118,119,0.84
July 31 2019,Hillsborough,FL,Passenger,0,1,1,201,202,0.50
June 30 2017,Nueces,TX,Passenger,0,1,1,96,97,1.03
November 30 2018,Kalamazoo,MI,Passenger,1,0,1,16,17,5.88
January 31 2018,Ferry,WA,Passenger,1,3,4,4408,4412,0.09
September 30 2021,Harrison,MS,Passenger,2,0,2,53,55,3.64
January 31 2020,Franklin,WA,Passenger,57,76,133,61082,61215,0.22
May 31 2023,Salt Lake,UT,Passenger,0,1,1,101,102,0.98
September 30 2023,Philadelphia,PA,Passenger,1,0,1,31,32,3.12
December 31 2022,Kent,DE,Passenger,1,0,1,50,51,1.96
December 31 2022,Washington,MD,Passenger,2,0,2,14,16,12.50
April 30 2022,Arlington,VA,Passenger,1,0,1,136,137,0.73
March 31 2023,Carroll,MD,Passenger,0,1,1,20,21,4.76
July 31 2020,Wahkiakum,WA,Passenger,6,6,12,3000,3012,0.40
March 31 2021,Ramsey,MN,Passenger,1,0,1,34,35,2.86
May 31 2023,Galveston,TX,Passenger,0,1,1,17,18,5.56
September 30 2020,Kern,CA,Passenger,0,1,1,223,224,0.45
July 31 2020,Hillsborough,FL,Passenger,0,1,1,175,176,0.57
August 31 2021,Spartanburg,SC,Passenger,0,1,1,52,53,1.89
August 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,70,71,1.41
May 31 2023,Nueces,TX,Passenger,0,1,1,50,51,1.96
